date,polar
2018-09-25,neg
2018-09-25,neg
2018-09-25,pos
2018-09-25,none
2018-09-25,neg
2018-09-25,neg
2018-09-25,pos
2018-09-25,neg
2018-09-25,neg
2018-09-25,neg
2018-09-25,pos
2018-09-25,pos
2018-09-25,neg
2018-09-25,none
2018-09-25,pos
2018-09-25,neg
2018-09-25,pos
2018-09-25,neg
2018-09-25,pos
2018-09-25,pos
2018-09-25,pos
2018-09-25,neg
2018-09-25,pos
2018-09-25,none
2018-09-25,neg
2018-09-25,pos
2018-09-25,pos
2018-09-25,pos
2018-09-25,pos
2018-09-25,pos
2018-09-25,neg
2018-09-25,pos
2018-09-25,neg
2018-09-25,none
2018-09-25,pos
2018-09-25,neg
2018-09-25,neg
2018-09-25,pos
2018-09-25,pos
2018-09-25,pos
2018-09-25,pos
2018-09-25,pos
2018-09-25,pos
2018-09-25,none
2018-09-25,pos
2018-09-25,pos
2018-09-25,pos
2018-09-25,pos
2018-09-25,neg
2018-09-25,neg
2018-09-25,neg
2018-09-25,pos
2018-09-25,pos
2018-09-25,none
2018-09-25,neg
2018-09-25,neg
2018-09-25,pos
2018-09-25,neg
2018-09-25,neg
2018-09-25,neg
2018-09-25,pos
2018-09-25,pos
2018-09-25,pos
2018-09-25,none
2018-09-25,pos
2018-09-25,neg
2018-09-25,pos
2018-09-25,neg
2018-09-25,pos
2018-09-25,neg
2018-09-25,neg
2018-09-25,neg
2018-09-25,pos
2018-09-25,none
2018-09-25,pos
2018-09-25,neg
2018-09-25,pos
2018-09-25,pos
2018-09-25,pos
2018-09-25,pos
2018-09-25,pos
2018-09-25,pos
2018-09-25,pos
2018-09-25,none
2018-09-25,pos
2018-09-25,neg
2018-09-25,neg
2018-09-25,neg
2018-09-25,neg
2018-09-25,neg
2018-09-25,pos
2018-09-25,pos
2018-09-25,neg
2018-09-25,none
2018-09-25,neg
2018-09-24,pos
2018-09-24,neg
2018-09-24,neg
2018-09-24,pos
2018-09-24,neg
2018-09-24,pos
2018-09-24,neg
2018-09-24,neg
2018-09-24,none
2018-09-24,neg
2018-09-24,neg
2018-09-24,pos
2018-09-24,pos
2018-09-24,neg
2018-09-24,pos
2018-09-24,neg
2018-09-24,neg
2018-09-24,neg
2018-09-24,none
2018-09-24,pos
2018-09-24,pos
2018-09-24,pos
2018-09-24,pos
2018-09-24,neg
2018-09-24,neg
2018-09-24,neg
2018-09-24,neg
2018-09-24,pos
2018-09-24,none
2018-09-24,pos
2018-09-24,pos
2018-09-24,neg
2018-09-24,pos
2018-09-24,neg
2018-09-24,pos
2018-09-24,pos
2018-09-24,pos
2018-09-24,pos
2018-09-24,none
2018-09-24,neg
2018-09-24,pos
2018-09-24,neg
2018-09-24,pos
2018-09-24,pos
2018-09-24,neg
2018-09-24,neg
2018-09-24,pos
2018-09-24,pos
2018-09-24,none
2018-09-24,neg
2018-09-24,pos
2018-09-24,pos
2018-09-24,neg
2018-09-24,pos
2018-09-24,neg
2018-09-24,pos
2018-09-24,pos
2018-09-24,pos
2018-09-24,none
2018-09-24,pos
2018-09-24,pos
2018-09-24,pos
2018-09-24,neg
2018-09-24,pos
2018-09-24,pos
2018-09-24,neg
2018-09-24,pos
2018-09-24,neg
2018-09-24,none
2018-09-24,pos
2018-09-24,pos
2018-09-24,neg
2018-09-24,pos
2018-09-24,neg
2018-09-24,neg
2018-09-24,pos
2018-09-24,neg
2018-09-24,neg
2018-09-24,none
2018-09-24,pos
2018-09-24,pos
2018-09-24,neg
2018-09-24,pos
2018-09-24,pos
2018-09-24,neg
2018-09-24,neg
2018-09-24,pos
2018-09-24,pos
2018-09-24,none
2018-09-24,pos
2018-09-24,pos
2018-09-24,pos
2018-09-24,neg
2018-09-24,pos
2018-09-24,pos
2018-09-24,pos
2018-09-24,pos
2018-09-24,neg
2018-09-24,none
2018-09-24,pos
2018-09-24,pos
2018-09-24,pos
2018-09-24,pos
2018-09-24,pos
2018-09-24,pos
2018-09-24,neg
2018-09-24,neg
2018-09-24,pos
2018-09-24,none
2018-09-24,pos
2018-09-24,neg
2018-09-24,neg
2018-09-24,pos
2018-09-24,neg
2018-09-24,pos
2018-09-24,neg
2018-09-24,pos
2018-09-24,neg
2018-09-24,none
2018-09-24,pos
2018-09-24,pos
2018-09-24,pos
2018-09-23,pos
2018-09-23,pos
2018-09-23,neg
2018-09-23,pos
2018-09-23,pos
2018-09-23,pos
2018-09-23,none
2018-09-23,pos
2018-09-23,neg
2018-09-23,pos
2018-09-23,pos
2018-09-23,pos
2018-09-23,pos
2018-09-23,pos
2018-09-23,pos
2018-09-23,pos
2018-09-23,none
2018-09-23,pos
2018-09-23,pos
2018-09-23,pos
2018-09-23,pos
2018-09-23,neg
2018-09-23,pos
2018-09-23,neg
2018-09-23,pos
2018-09-23,pos
2018-09-23,none
2018-09-23,neg
2018-09-23,pos
2018-09-23,neg
2018-09-23,neg
2018-09-23,pos
2018-09-23,pos
2018-09-23,neg
2018-09-23,pos
2018-09-23,pos
2018-09-23,none
2018-09-23,pos
2018-09-23,neg
2018-09-23,neg
2018-09-23,neg
2018-09-23,neg
2018-09-23,pos
2018-09-23,pos
2018-09-23,pos
2018-09-23,pos
2018-09-23,none
2018-09-23,pos
2018-09-23,pos
2018-09-23,pos
2018-09-23,neg
2018-09-23,neg
2018-09-22,neg
2018-09-22,pos
2018-09-22,pos
2018-09-22,neg
2018-09-22,none
2018-09-22,pos
2018-09-22,neg
2018-09-22,pos
2018-09-22,pos
2018-09-22,pos
2018-09-22,pos
2018-09-22,pos
2018-09-22,neg
2018-09-22,pos
2018-09-22,none
2018-09-22,pos
2018-09-22,neg
2018-09-22,pos
2018-09-22,pos
2018-09-22,pos
2018-09-22,pos
2018-09-22,neg
2018-09-22,pos
2018-09-22,neg
2018-09-22,none
2018-09-22,pos
2018-09-22,pos
2018-09-22,pos
2018-09-22,pos
2018-09-22,pos
2018-09-22,pos
2018-09-22,neg
2018-09-22,neg
2018-09-22,pos
2018-09-22,none
2018-09-22,neg
2018-09-22,pos
2018-09-22,pos
2018-09-22,neg
2018-09-22,pos
2018-09-22,pos
2018-09-22,pos
2018-09-22,pos
2018-09-22,pos
2018-09-22,none
2018-09-22,pos
2018-09-22,pos
2018-09-22,pos
2018-09-22,neg
2018-09-22,pos
2018-09-22,pos
2018-09-22,pos
2018-09-22,neg
2018-09-22,pos
2018-09-22,none
2018-09-22,pos
2018-09-22,neg
2018-09-22,neg
2018-09-22,pos
2018-09-22,pos
2018-09-22,pos
2018-09-22,pos
2018-09-22,pos
2018-09-22,pos
2018-09-22,none
2018-09-22,pos
2018-09-21,neg
2018-09-21,pos
2018-09-21,pos
2018-09-21,neg
2018-09-21,pos
2018-09-21,neg
2018-09-21,pos
2018-09-21,neg
2018-09-21,none
2018-09-21,pos
2018-09-21,pos
2018-09-21,pos
2018-09-21,neg
2018-09-21,neg
2018-09-21,pos
2018-09-21,pos
2018-09-21,pos
2018-09-21,pos
2018-09-21,none
2018-09-21,pos
2018-09-21,pos
2018-09-21,neg
2018-09-21,neg
2018-09-21,neg
2018-09-21,neg
2018-09-21,pos
2018-09-21,pos
2018-09-21,pos
2018-09-21,none
2018-09-21,neg
2018-09-21,pos
2018-09-21,pos
2018-09-21,pos
2018-09-21,pos
2018-09-21,pos
2018-09-21,pos
2018-09-21,neg
2018-09-21,pos
2018-09-21,none
2018-09-21,neg
2018-09-21,pos
2018-09-21,pos
2018-09-21,pos
2018-09-21,pos
2018-09-21,neg
2018-09-21,pos
2018-09-21,pos
2018-09-21,neg
2018-09-21,none
2018-09-21,neg
2018-09-21,pos
2018-09-21,pos
2018-09-21,neg
2018-09-21,pos
2018-09-21,neg
2018-09-21,pos
2018-09-21,pos
2018-09-21,pos
2018-09-21,none
2018-09-21,pos
2018-09-21,pos
2018-09-21,neg
2018-09-21,pos
2018-09-21,pos
2018-09-21,neg
2018-09-21,pos
2018-09-21,neg
2018-09-21,pos
2018-09-21,none
2018-09-21,pos
2018-09-21,pos
2018-09-21,neg
2018-09-21,pos
2018-09-21,pos
2018-09-21,neg
2018-09-21,pos
2018-09-21,pos
2018-09-21,pos
2018-09-21,none
2018-09-21,pos
2018-09-21,pos
2018-09-21,pos
2018-09-21,pos
2018-09-21,pos
2018-09-21,neg
2018-09-21,pos
2018-09-21,pos
2018-09-21,pos
2018-09-21,none
2018-09-21,pos
2018-09-21,pos
2018-09-21,pos
2018-09-20,neg
2018-09-20,pos
2018-09-20,pos
2018-09-20,pos
2018-09-20,pos
2018-09-20,neg
2018-09-20,none
2018-09-20,pos
2018-09-20,pos
2018-09-20,pos
2018-09-20,neg
2018-09-20,pos
2018-09-20,neg
2018-09-20,neg
2018-09-20,neg
2018-09-20,neg
2018-09-20,none
2018-09-20,neg
2018-09-20,pos
2018-09-20,neg
2018-09-20,pos
2018-09-20,neg
2018-09-20,pos
2018-09-20,pos
2018-09-20,pos
2018-09-20,pos
2018-09-20,none
2018-09-20,pos
2018-09-20,pos
2018-09-20,pos
2018-09-20,pos
2018-09-20,pos
2018-09-20,pos
2018-09-20,pos
2018-09-20,neg
2018-09-20,neg
2018-09-20,none
2018-09-20,pos
2018-09-20,neg
2018-09-20,pos
2018-09-20,neg
2018-09-20,neg
2018-09-20,neg
2018-09-20,neg
2018-09-20,pos
2018-09-20,pos
2018-09-20,none
2018-09-20,pos
2018-09-20,pos
2018-09-20,pos
2018-09-20,pos
2018-09-20,pos
2018-09-20,pos
2018-09-20,pos
2018-09-20,pos
2018-09-20,pos
2018-09-20,none
2018-09-20,pos
2018-09-20,pos
2018-09-20,pos
2018-09-20,neg
2018-09-20,pos
2018-09-20,pos
2018-09-20,pos
2018-09-20,pos
2018-09-20,pos
2018-09-20,none
2018-09-20,pos
2018-09-20,pos
2018-09-20,neg
2018-09-20,pos
2018-09-20,pos
2018-09-20,pos
2018-09-20,pos
2018-09-20,neg
2018-09-20,neg
2018-09-20,none
2018-09-20,neg
2018-09-20,neg
2018-09-20,pos
2018-09-20,pos
2018-09-20,pos
2018-09-20,pos
2018-09-20,pos
2018-09-20,neg
2018-09-20,pos
2018-09-20,none
2018-09-20,pos
2018-09-20,pos
2018-09-20,neg
2018-09-20,pos
2018-09-20,pos
2018-09-20,neg
2018-09-20,pos
2018-09-20,pos
2018-09-20,pos
2018-09-20,none
2018-09-20,neg
2018-09-20,pos
2018-09-20,pos
2018-09-20,pos
2018-09-20,pos
2018-09-20,pos
2018-09-20,neg
2018-09-20,pos
2018-09-20,pos
2018-09-20,none
2018-09-20,pos
2018-09-20,pos
2018-09-20,neg
2018-09-20,neg
2018-09-20,pos
2018-09-20,pos
2018-09-20,pos
2018-09-20,pos
2018-09-20,pos
2018-09-20,none
2018-09-20,pos
2018-09-20,pos
2018-09-20,pos
2018-09-20,neg
2018-09-20,neg
2018-09-20,pos
2018-09-20,pos
2018-09-20,pos
2018-09-20,neg
2018-09-20,none
2018-09-20,pos
2018-09-20,pos
2018-09-20,pos
2018-09-20,pos
2018-09-20,pos
2018-09-20,neg
2018-09-20,pos
2018-09-20,pos
2018-09-20,pos
2018-09-20,none
2018-09-19,pos
2018-09-19,neg
2018-09-19,neg
2018-09-19,pos
2018-09-19,neg
2018-09-19,pos
2018-09-19,pos
2018-09-19,pos
2018-09-19,pos
2018-09-19,none
2018-09-19,pos
2018-09-19,pos
2018-09-19,pos
2018-09-19,pos
2018-09-19,pos
2018-09-19,pos
2018-09-19,pos
2018-09-19,neg
2018-09-19,pos
2018-09-19,none
2018-09-19,neg
2018-09-19,pos
2018-09-19,pos
2018-09-19,pos
2018-09-19,neg
2018-09-19,pos
2018-09-19,neg
2018-09-19,pos
2018-09-19,neg
2018-09-19,none
2018-09-19,pos
2018-09-19,pos
2018-09-19,pos
2018-09-19,pos
2018-09-19,pos
2018-09-19,pos
2018-09-19,pos
2018-09-19,pos
2018-09-19,pos
2018-09-19,none
2018-09-19,pos
2018-09-19,pos
2018-09-19,neg
2018-09-19,pos
2018-09-19,pos
2018-09-19,pos
2018-09-19,pos
2018-09-19,neg
2018-09-19,pos
2018-09-19,none
2018-09-19,pos
2018-09-19,pos
2018-09-19,neg
2018-09-19,neg
2018-09-19,pos
2018-09-19,pos
2018-09-19,pos
2018-09-19,pos
2018-09-19,pos
2018-09-19,none
2018-09-19,pos
2018-09-19,pos
2018-09-19,neg
2018-09-19,neg
2018-09-19,pos
2018-09-19,neg
2018-09-19,pos
2018-09-19,pos
2018-09-19,pos
2018-09-19,none
2018-09-19,pos
2018-09-19,pos
2018-09-19,pos
2018-09-19,neg
2018-09-19,pos
2018-09-19,pos
2018-09-19,pos
2018-09-19,pos
2018-09-19,neg
2018-09-19,none
2018-09-19,pos
2018-09-19,pos
2018-09-19,neg
2018-09-19,neg
2018-09-19,neg
2018-09-19,pos
2018-09-19,pos
2018-09-19,pos
2018-09-19,neg
2018-09-19,none
2018-09-19,pos
2018-09-19,pos
2018-09-19,neg
2018-09-19,pos
2018-09-19,pos
2018-09-19,pos
2018-09-19,neg
2018-09-19,pos
2018-09-19,pos
2018-09-19,none
2018-09-19,pos
2018-09-19,neg
2018-09-19,pos
2018-09-19,pos
2018-09-19,pos
2018-09-19,pos
2018-09-19,pos
2018-09-19,pos
2018-09-19,pos
2018-09-19,none
2018-09-19,neg
2018-09-19,pos
2018-09-19,pos
2018-09-19,pos
2018-09-19,pos
2018-09-19,pos
2018-09-19,pos
2018-09-19,neg
2018-09-18,pos
2018-09-18,none
2018-09-18,pos
2018-09-18,neg
2018-09-18,pos
2018-09-18,pos
2018-09-18,pos
2018-09-18,neg
2018-09-18,neg
2018-09-18,pos
2018-09-18,pos
2018-09-18,none
2018-09-18,neg
2018-09-18,pos
2018-09-18,pos
2018-09-18,pos
2018-09-18,pos
2018-09-18,pos
2018-09-18,pos
2018-09-18,pos
2018-09-18,pos
2018-09-18,none
2018-09-18,pos
2018-09-18,pos
2018-09-18,pos
2018-09-18,pos
2018-09-18,neg
2018-09-18,pos
2018-09-18,pos
2018-09-18,neg
2018-09-18,neg
2018-09-18,none
2018-09-18,pos
2018-09-18,pos
2018-09-18,pos
2018-09-18,pos
2018-09-18,pos
2018-09-18,pos
2018-09-18,pos
2018-09-18,pos
2018-09-18,pos
2018-09-18,none
2018-09-18,pos
2018-09-18,pos
2018-09-18,pos
2018-09-18,pos
2018-09-18,pos
2018-09-18,pos
2018-09-18,pos
2018-09-18,pos
2018-09-18,pos
2018-09-18,none
2018-09-18,neg
2018-09-18,pos
2018-09-18,neg
2018-09-18,pos
2018-09-18,pos
2018-09-18,pos
2018-09-18,pos
2018-09-18,neg
2018-09-18,neg
2018-09-18,none
2018-09-18,pos
2018-09-18,neg
2018-09-18,pos
2018-09-18,pos
2018-09-18,pos
2018-09-18,pos
2018-09-18,pos
2018-09-18,pos
2018-09-18,neg
2018-09-18,none
2018-09-18,neg
2018-09-18,pos
2018-09-18,pos
2018-09-18,pos
2018-09-18,pos
2018-09-18,neg
2018-09-18,pos
2018-09-18,neg
2018-09-18,pos
2018-09-18,none
2018-09-18,pos
2018-09-18,pos
2018-09-18,pos
2018-09-18,pos
2018-09-18,neg
2018-09-18,pos
2018-09-18,neg
2018-09-18,pos
2018-09-18,pos
2018-09-18,none
2018-09-18,pos
2018-09-18,pos
2018-09-18,pos
2018-09-18,pos
2018-09-18,pos
2018-09-18,pos
2018-09-18,pos
2018-09-18,pos
2018-09-18,pos
2018-09-18,none
2018-09-18,pos
2018-09-18,pos
2018-09-18,pos
2018-09-18,neg
2018-09-18,pos
2018-09-18,pos
2018-09-18,neg
2018-09-18,pos
2018-09-18,pos
2018-09-18,none
2018-09-18,pos
2018-09-18,pos
2018-09-18,pos
2018-09-18,pos
2018-09-18,neg
2018-09-18,pos
2018-09-18,pos
2018-09-18,pos
2018-09-18,pos
2018-09-18,none
2018-09-18,pos
2018-09-18,pos
2018-09-18,pos
2018-09-18,pos
2018-09-18,pos
2018-09-18,neg
2018-09-18,neg
2018-09-18,neg
2018-09-18,pos
2018-09-18,none
2018-09-18,pos
2018-09-18,pos
2018-09-18,pos
2018-09-18,pos
2018-09-18,pos
2018-09-18,neg
2018-09-18,pos
2018-09-18,neg
2018-09-18,pos
2018-09-18,none
2018-09-18,pos
2018-09-17,pos
2018-09-17,pos
2018-09-17,pos
2018-09-17,neg
2018-09-17,pos
2018-09-17,pos
2018-09-17,pos
2018-09-17,pos
2018-09-17,none
2018-09-17,pos
2018-09-17,neg
2018-09-17,pos
2018-09-17,pos
2018-09-17,pos
2018-09-17,pos
2018-09-17,pos
2018-09-17,pos
2018-09-17,pos
2018-09-17,none
2018-09-17,pos
2018-09-17,pos
2018-09-17,pos
2018-09-17,neg
2018-09-17,neg
2018-09-17,pos
2018-09-17,pos
2018-09-17,pos
2018-09-17,pos
2018-09-17,none
2018-09-17,pos
2018-09-17,pos
2018-09-17,pos
2018-09-17,pos
2018-09-17,pos
2018-09-17,pos
2018-09-17,pos
2018-09-17,pos
2018-09-17,pos
2018-09-17,none
2018-09-17,neg
2018-09-17,neg
2018-09-17,pos
2018-09-17,pos
2018-09-17,pos
2018-09-17,pos
2018-09-17,pos
2018-09-17,pos
2018-09-17,pos
2018-09-17,none
2018-09-17,pos
2018-09-17,neg
2018-09-17,neg
2018-09-17,neg
2018-09-17,pos
2018-09-17,pos
2018-09-17,neg
2018-09-17,pos
2018-09-17,pos
2018-09-17,none
2018-09-17,pos
2018-09-17,pos
2018-09-17,pos
2018-09-17,pos
2018-09-17,pos
2018-09-17,pos
2018-09-17,pos
2018-09-17,pos
2018-09-17,pos
2018-09-17,none
2018-09-17,pos
2018-09-17,pos
2018-09-17,pos
2018-09-17,neg
2018-09-17,pos
2018-09-17,pos
2018-09-17,neg
2018-09-17,pos
2018-09-17,pos
2018-09-17,none
2018-09-17,pos
2018-09-17,pos
2018-09-17,pos
2018-09-17,pos
2018-09-17,pos
2018-09-17,neg
2018-09-17,neg
2018-09-17,pos
2018-09-17,pos
2018-09-17,none
2018-09-17,pos
2018-09-17,pos
2018-09-17,pos
2018-09-17,neg
2018-09-17,pos
2018-09-17,pos
2018-09-17,pos
2018-09-17,pos
2018-09-17,pos
2018-09-17,none
2018-09-17,pos
2018-09-17,pos
2018-09-17,neg
2018-09-17,pos
2018-09-17,pos
2018-09-17,neg
2018-09-17,pos
2018-09-17,pos
2018-09-17,pos
2018-09-17,none
2018-09-17,pos
2018-09-17,pos
2018-09-17,pos
2018-09-17,pos
2018-09-17,pos
2018-09-17,pos
2018-09-17,pos
2018-09-17,pos
2018-09-17,pos
2018-09-17,none
2018-09-17,pos
2018-09-17,pos
2018-09-17,pos
2018-09-17,pos
2018-09-17,pos
2018-09-17,pos
2018-09-17,pos
2018-09-17,pos
2018-09-17,pos
2018-09-17,none
2018-09-17,pos
2018-09-17,pos
2018-09-17,pos
2018-09-17,pos
2018-09-16,neg
2018-09-16,pos
2018-09-16,neg
2018-09-16,pos
2018-09-16,pos
2018-09-16,none
2018-09-16,neg
2018-09-16,pos
2018-09-16,pos
2018-09-16,pos
2018-09-16,pos
2018-09-16,pos
2018-09-16,pos
2018-09-16,neg
2018-09-16,pos
2018-09-16,none
2018-09-16,pos
2018-09-16,pos
2018-09-16,neg
2018-09-16,pos
2018-09-16,pos
2018-09-16,pos
2018-09-16,neg
2018-09-16,pos
2018-09-16,neg
2018-09-16,none
2018-09-16,neg
2018-09-16,neg
2018-09-16,pos
2018-09-16,neg
2018-09-16,pos
2018-09-16,pos
2018-09-16,pos
2018-09-16,pos
2018-09-16,pos
2018-09-16,none
2018-09-16,neg
2018-09-16,neg
2018-09-16,neg
2018-09-16,pos
2018-09-16,pos
2018-09-16,pos
2018-09-16,pos
2018-09-16,pos
2018-09-16,pos
2018-09-16,none
2018-09-16,pos
2018-09-16,pos
2018-09-16,neg
2018-09-16,pos
2018-09-16,pos
2018-09-16,pos
2018-09-16,pos
2018-09-16,neg
2018-09-16,pos
2018-09-16,none
2018-09-16,neg
2018-09-15,pos
2018-09-15,pos
2018-09-15,pos
2018-09-15,pos
2018-09-15,neg
2018-09-15,pos
2018-09-15,pos
2018-09-15,neg
2018-09-15,none
2018-09-15,pos
2018-09-15,neg
2018-09-15,pos
2018-09-15,pos
2018-09-15,pos
2018-09-15,pos
2018-09-15,neg
2018-09-15,neg
2018-09-15,neg
2018-09-15,none
2018-09-15,pos
2018-09-15,pos
2018-09-15,pos
2018-09-15,pos
2018-09-15,pos
2018-09-15,pos
2018-09-15,pos
2018-09-15,pos
2018-09-15,pos
2018-09-15,none
2018-09-15,pos
2018-09-15,neg
2018-09-15,pos
2018-09-15,pos
2018-09-15,pos
2018-09-15,pos
2018-09-15,pos
2018-09-15,neg
2018-09-15,pos
2018-09-15,none
2018-09-15,neg
2018-09-15,pos
2018-09-15,neg
2018-09-15,pos
2018-09-15,neg
2018-09-15,pos
2018-09-15,neg
2018-09-15,pos
2018-09-15,pos
2018-09-15,none
2018-09-15,pos
2018-09-15,pos
2018-09-15,pos
2018-09-15,pos
2018-09-15,pos
2018-09-15,pos
2018-09-15,pos
2018-09-15,pos
2018-09-15,pos
2018-09-15,none
2018-09-15,pos
2018-09-15,pos
2018-09-15,pos
2018-09-15,pos
2018-09-15,neg
2018-09-15,pos
2018-09-15,pos
2018-09-15,pos
2018-09-14,pos
2018-09-14,none
2018-09-14,pos
2018-09-14,pos
2018-09-14,pos
2018-09-14,pos
2018-09-14,pos
2018-09-14,pos
2018-09-14,neg
2018-09-14,pos
2018-09-14,pos
2018-09-14,none
2018-09-14,pos
2018-09-14,pos
2018-09-14,pos
2018-09-14,pos
2018-09-14,pos
2018-09-14,pos
2018-09-14,neg
2018-09-14,pos
2018-09-14,pos
2018-09-14,none
2018-09-14,pos
2018-09-14,pos
2018-09-14,pos
2018-09-14,pos
2018-09-14,pos
2018-09-14,pos
2018-09-14,pos
2018-09-14,neg
2018-09-14,pos
2018-09-14,none
2018-09-14,neg
2018-09-14,pos
2018-09-14,neg
2018-09-14,neg
2018-09-14,neg
2018-09-14,neg
2018-09-14,pos
2018-09-14,neg
2018-09-14,neg
2018-09-14,none
2018-09-14,pos
2018-09-14,neg
2018-09-14,pos
2018-09-14,pos
2018-09-14,neg
2018-09-14,neg
2018-09-14,pos
2018-09-14,neg
2018-09-14,pos
2018-09-14,none
2018-09-14,pos
2018-09-14,pos
2018-09-14,pos
2018-09-14,pos
2018-09-14,pos
2018-09-14,pos
2018-09-14,pos
2018-09-14,pos
2018-09-14,pos
2018-09-14,none
2018-09-14,neg
2018-09-14,neg
2018-09-14,pos
2018-09-14,pos
2018-09-14,pos
2018-09-14,pos
2018-09-14,pos
2018-09-14,pos
2018-09-14,pos
2018-09-14,none
2018-09-14,neg
2018-09-14,neg
2018-09-14,pos
2018-09-14,pos
2018-09-14,pos
2018-09-14,neg
2018-09-14,neg
2018-09-14,pos
2018-09-14,pos
2018-09-14,none
2018-09-14,neg
2018-09-14,neg
2018-09-14,neg
2018-09-14,pos
2018-09-14,pos
2018-09-14,pos
2018-09-14,pos
2018-09-14,pos
2018-09-14,pos
2018-09-14,none
2018-09-14,pos
2018-09-14,pos
2018-09-14,pos
2018-09-14,pos
2018-09-14,pos
2018-09-14,pos
2018-09-14,pos
2018-09-14,neg
2018-09-14,pos
2018-09-14,none
2018-09-14,pos
2018-09-14,pos
2018-09-14,pos
2018-09-14,pos
2018-09-13,pos
2018-09-13,pos
2018-09-13,neg
2018-09-13,pos
2018-09-13,neg
2018-09-13,none
2018-09-13,pos
2018-09-13,neg
2018-09-13,pos
2018-09-13,pos
2018-09-13,neg
2018-09-13,pos
2018-09-13,pos
2018-09-13,pos
2018-09-13,neg
2018-09-13,none
2018-09-13,pos
2018-09-13,pos
2018-09-13,pos
2018-09-13,pos
2018-09-13,neg
2018-09-13,pos
2018-09-13,neg
2018-09-13,pos
2018-09-13,neg
2018-09-13,none
2018-09-13,neg
2018-09-13,neg
2018-09-13,pos
2018-09-13,pos
2018-09-13,pos
2018-09-13,pos
2018-09-13,pos
2018-09-13,pos
2018-09-13,neg
2018-09-13,none
2018-09-13,neg
2018-09-13,pos
2018-09-13,pos
2018-09-13,neg
2018-09-13,pos
2018-09-13,pos
2018-09-13,pos
2018-09-13,neg
2018-09-13,neg
2018-09-13,none
2018-09-13,pos
2018-09-13,neg
2018-09-13,neg
2018-09-13,neg
2018-09-13,pos
2018-09-13,pos
2018-09-13,pos
2018-09-13,pos
2018-09-13,pos
2018-09-13,none
2018-09-13,pos
2018-09-13,pos
2018-09-13,pos
2018-09-13,pos
2018-09-13,neg
2018-09-13,pos
2018-09-13,pos
2018-09-13,neg
2018-09-13,pos
2018-09-13,none
2018-09-13,pos
2018-09-13,neg
2018-09-13,pos
2018-09-13,neg
2018-09-13,pos
2018-09-13,pos
2018-09-13,pos
2018-09-13,pos
2018-09-13,pos
2018-09-13,none
2018-09-13,neg
2018-09-13,pos
2018-09-13,neg
2018-09-13,pos
2018-09-13,pos
2018-09-13,pos
2018-09-13,pos
2018-09-13,pos
2018-09-13,neg
2018-09-13,none
2018-09-13,pos
2018-09-13,pos
2018-09-13,neg
2018-09-13,pos
2018-09-13,pos
2018-09-13,pos
2018-09-13,pos
2018-09-13,pos
2018-09-13,pos
2018-09-13,none
2018-09-13,pos
2018-09-13,neg
2018-09-13,pos
2018-09-13,neg
2018-09-13,pos
2018-09-13,pos
2018-09-13,pos
2018-09-12,pos
2018-09-12,pos
2018-09-12,none
2018-09-12,pos
2018-09-12,pos
2018-09-12,neg
2018-09-12,pos
2018-09-12,pos
2018-09-12,neg
2018-09-12,pos
2018-09-12,pos
2018-09-12,pos
2018-09-12,none
2018-09-12,pos
2018-09-12,neg
2018-09-12,pos
2018-09-12,pos
2018-09-12,pos
2018-09-12,neg
2018-09-12,pos
2018-09-12,neg
2018-09-12,pos
2018-09-12,none
2018-09-12,pos
2018-09-12,pos
2018-09-12,pos
2018-09-12,pos
2018-09-12,pos
2018-09-12,pos
2018-09-12,pos
2018-09-12,pos
2018-09-12,pos
2018-09-12,none
2018-09-12,pos
2018-09-12,pos
2018-09-12,neg
2018-09-12,pos
2018-09-12,pos
2018-09-12,pos
2018-09-12,neg
2018-09-12,pos
2018-09-12,pos
2018-09-12,none
2018-09-12,pos
2018-09-12,pos
2018-09-12,pos
2018-09-12,pos
2018-09-12,pos
2018-09-12,pos
2018-09-12,pos
2018-09-12,pos
2018-09-12,neg
2018-09-12,none
2018-09-12,pos
2018-09-12,pos
2018-09-12,pos
2018-09-12,pos
2018-09-12,neg
2018-09-12,pos
2018-09-12,pos
2018-09-12,pos
2018-09-12,pos
2018-09-12,none
2018-09-12,pos
2018-09-12,pos
2018-09-12,pos
2018-09-12,pos
2018-09-12,pos
2018-09-12,neg
2018-09-12,pos
2018-09-12,pos
2018-09-12,neg
2018-09-12,none
2018-09-12,pos
2018-09-12,neg
2018-09-12,pos
2018-09-12,pos
2018-09-12,pos
2018-09-12,pos
2018-09-12,pos
2018-09-12,neg
2018-09-12,neg
2018-09-12,none
2018-09-12,neg
2018-09-12,pos
2018-09-12,pos
2018-09-12,pos
2018-09-12,pos
2018-09-12,neg
2018-09-12,neg
2018-09-12,neg
2018-09-12,pos
2018-09-12,none
2018-09-12,neg
2018-09-12,pos
2018-09-12,pos
2018-09-12,pos
2018-09-12,pos
2018-09-12,pos
2018-09-12,pos
2018-09-12,pos
2018-09-12,pos
2018-09-12,none
2018-09-12,neg
2018-09-12,neg
2018-09-12,pos
2018-09-12,pos
2018-09-12,pos
2018-09-12,pos
2018-09-12,pos
2018-09-12,pos
2018-09-12,pos
2018-09-12,none
2018-09-12,pos
2018-09-12,pos
2018-09-12,pos
2018-09-12,pos
2018-09-12,neg
2018-09-12,neg
2018-09-12,pos
2018-09-12,neg
2018-09-12,pos
